3078.000000 0.000000 0.000000 inf
2948.000000 0.000000 0.000000 inf
2938.000000 0.000000 0.000000 inf
2856.000000 0.000000 0.000000 inf
2756.000000 0.000000 0.000000 inf
2757.000000 0.000000 0.000000 inf
2814.000000 0.000000 0.000000 inf
2642.000000 0.000000 0.000000 inf
2720.000000 0.000000 0.000000 inf
2577.000000 0.000000 0.000000 inf
2585.000000 0.000000 0.000000 inf
2507.000000 0.000000 0.000000 inf
2467.000000 0.000000 0.000000 inf
2482.000000 0.000000 0.000000 inf
2305.000000 0.000000 0.000000 inf
2314.000000 0.000000 0.000000 inf
2291.000000 0.000000 0.000000 inf
2332.000000 0.000000 0.000000 inf
2194.000000 0.000000 0.000000 inf
2129.000000 0.000000 0.000000 inf
2116.000000 0.000000 0.000000 inf
2071.000000 0.000000 0.000000 inf
2124.000000 0.000000 0.000000 inf
1973.000000 0.000000 0.000000 inf
2009.000000 0.000000 0.000000 inf
1910.000000 0.000000 0.000000 inf
1855.000000 0.000000 0.000000 inf
1753.000000 0.000000 0.000000 inf
1701.000000 0.000000 0.000000 inf
1747.000000 0.000000 0.000000 inf
1618.000000 0.000000 0.000000 inf
1645.000000 0.000000 0.000000 inf
1574.000000 0.000000 0.000000 inf
1511.000000 0.000000 0.000000 inf
1447.000000 0.000000 0.000000 inf
1440.000000 0.000000 0.000000 inf
1343.000000 0.000000 0.000000 inf
1372.000000 0.000000 0.000000 inf
1322.000000 0.000000 0.000000 inf
1240.000000 0.000000 0.000000 inf
1215.000000 0.000000 0.000000 inf
1144.000000 0.000000 0.000000 inf
1111.000000 0.000000 0.000000 inf
1084.000000 0.000000 0.000000 inf
1029.000000 0.000000 0.000000 inf
976.000000 0.000000 0.000000 inf
1008.000000 0.000000 0.000000 inf
911.000000 0.000000 0.000000 inf
957.000000 0.000000 0.000000 inf
858.000000 0.000000 0.000000 inf
836.000000 0.000000 0.000000 inf
829.000000 0.000000 0.000000 inf
784.000000 0.000000 0.000000 inf
730.000000 0.000000 0.000000 inf
737.000000 0.000000 0.000000 inf
727.000000 0.000000 0.000000 inf
710.000000 0.000000 0.000000 inf
694.000000 0.000000 0.000000 inf
634.000000 0.000000 0.000000 inf
686.000000 0.000000 0.000000 inf
665.000000 0.000000 0.000000 inf
638.000000 0.000000 0.000000 inf
646.000000 0.000000 0.000000 inf
628.000000 0.000000 0.000000 inf
650.000000 0.000000 0.000000 inf
653.000000 0.000000 0.000000 inf
655.000000 0.000000 0.000000 inf
638.000000 0.000000 0.000000 inf
654.000000 0.000000 0.000000 inf
612.000000 0.000000 0.000000 inf
671.000000 0.000000 0.000000 inf
676.000000 0.000000 0.000000 inf
615.000000 0.000000 0.000000 inf
705.000000 0.000000 0.000000 inf
680.000000 0.000000 0.000000 inf
655.000000 0.000000 0.000000 inf
647.000000 0.000000 0.000000 inf
658.000000 0.000000 0.000000 inf
628.000000 0.000000 0.000000 inf
674.000000 0.000000 0.000000 inf
692.000000 0.000000 0.000000 inf
657.000000 0.000000 0.000000 inf
758.000000 0.000000 0.000000 inf
694.000000 0.000000 0.000000 inf
743.000000 0.000000 0.000000 inf
718.000000 0.000000 0.000000 inf
728.000000 0.000000 0.000000 inf
748.000000 0.000000 0.000000 inf
820.000000 0.000000 0.000000 inf
878.000000 0.000000 0.000000 inf
842.000000 0.000000 0.000000 inf
912.000000 0.000000 0.000000 inf
871.000000 0.000000 0.000000 inf
893.000000 0.000000 0.000000 inf
943.000000 0.000000 0.000000 inf
954.000000 0.000000 0.000000 inf
973.000000 0.000000 0.000000 inf
935.000000 0.000000 0.000000 inf
991.000000 0.000000 0.000000 inf
990.000000 0.000000 0.000000 inf
893.000000 0.000000 0.000000 inf
957.000000 0.000000 0.000000 inf
957.000000 0.000000 0.000000 inf
976.000000 0.000000 0.000000 inf
977.000000 0.000000 0.000000 inf
946.000000 0.000000 0.000000 inf
897.000000 0.000000 0.000000 inf
811.000000 0.000000 0.000000 inf
820.000000 0.000000 0.000000 inf
720.000000 0.000000 0.000000 inf
629.000000 0.000000 0.000000 inf
582.000000 0.000000 0.000000 inf
490.000000 0.000000 0.000000 inf
474.000000 0.000000 0.000000 inf
476.000000 0.000000 0.000000 inf
518.000000 0.000000 0.000000 inf
497.000000 0.000000 0.000000 inf
464.000000 0.000000 0.000000 inf
495.000000 0.000000 0.000000 inf
488.000000 0.000000 0.000000 inf
520.000000 0.000000 0.000000 inf
539.000000 0.000000 0.000000 inf
556.000000 0.000000 0.000000 inf
517.000000 0.000000 0.000000 inf
498.000000 0.000000 0.000000 inf
531.000000 0.000000 0.000000 inf
582.000000 0.000000 0.000000 inf
520.000000 0.000000 0.000000 inf
566.000000 0.000000 0.000000 inf
561.000000 0.000000 0.000000 inf
550.000000 0.000000 0.000000 inf
564.000000 0.000000 0.000000 inf
548.000000 0.000000 0.000000 inf
596.000000 0.000000 0.000000 inf
598.000000 0.000000 0.000000 inf
523.000000 0.000000 0.000000 inf
569.000000 0.000000 0.000000 inf
564.000000 0.000000 0.000000 inf
599.000000 0.000000 0.000000 inf
603.000000 0.000000 0.000000 inf
576.000000 0.000000 0.000000 inf
562.000000 0.000000 0.000000 inf
664.000000 0.000000 0.000000 inf
582.000000 0.000000 0.000000 inf
597.000000 0.000000 0.000000 inf
600.000000 0.000000 0.000000 inf
610.000000 0.000000 0.000000 inf
624.000000 0.000000 0.000000 inf
657.000000 0.000000 0.000000 inf
678.000000 0.000000 0.000000 inf
